sentence,label,text_clean
"The contract also includes cutting and edging wagon parts at Ruukki 's steel service centres in Seinajoki and Raahe , both in southwestern Finland , from where they will be delivered to VR for welding and assembly .",neutral,contract also include cut edging wagon part ruukki steel service centre seinajoki raahe southwestern finland deliver vr welding assembly
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",neutral,copy republication redistribution afx news content inculd frame similar means expressly prohibit without prior write consent afx news
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,cosmetic collection include eye shadow face powder lip gloss mascara accessory
"The E7 smartphone will be available for Rs35 ,000 per handset across India , '' Nokia India vice-president & managing director D Shivakumar told reporters .",neutral,smartphone available rs per handset across india nokia india vice president manage director shivakumar tell reporter
The exercise originated in Finland in the early 1930s as a training method for cross-country skiers .,neutral,exercise originate finland early training method cross country skier
"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 .",neutral,first phase logistics complex envisage completion sq logistics premise gatehouse building November
"The gross area of eight houses will be 12,167 m2 .",neutral,gross area eight house
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,gross area innova project sq sq ft
"The interim report for the first quarter is published on May 8 , 2009 .",neutral,interim report first quarter publish may
The measures result from weak demand in the shipbuilding industry .,negative,measure result weak demand shipbuilding industry
"The mill 's raw material need will increase by 100,000 m3 of wood .",neutral,mill raw material need increase wood
"The negotiations concern personnel of Cencorp Corporation and Singulase Oy as whole in Finland and in Sweden , the company said .",neutral,negotiation concern personnel cencorp corporation singulase oy whole finland sweden company say
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral,negotiation concern plant department produce winded roving employ person
"The new apartment block is going up very close to the city center , explained Chairman of the Board of AS YIT Ehitus Priit Sauk .",neutral,new apartment block go close city center explain chairman board yit ehitus priit sauk
"The plant will be fired with a combination of spruce bark , chipped logging residues or milled peat .",neutral,plant fire combination spruce bark chip logging residue mill peat
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,negative,production liquidate June employee loose job
"The project will be a 2 x 600 MW coal-fired power plant , located some 420 km south of Hanoi , the company said .",neutral,project mw coal fire power plant locate kilometer south hanoi company say
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most .",negative,prosecutor also demand outokumpu pay fine eur
"The pulp production in Finnish Kemij+rvi will also be liquidated and about 1,100 employees loose their jobs .",negative,pulp production finnish kemij rvi also liquidate employee loose job
"The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40,000 tonnes a day .",neutral,redesign crush circuit operation since start september overall production rate weekly basis excess average tonne day
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,scheme teliasonera altimo practically identical except involve merger stake vimpelcom kyivstar
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,neutral,share subscription period option commence september expire march
The share subscription period will expire on 30 September 2007 .,neutral,share subscription period expire september
The subscription period of Amer Sports ' 2002 warrant scheme will end on 31 December 2007 .,neutral,subscription period amer sport warrant scheme end december
The terms and conditions of Stock Option Scheme 2004 are available on the Group 's website .,neutral,term condition stock option scheme available group website
The transaction included also the transfer of the lease agreement concerning manufacturing premises and employment agreements related to these operations .,neutral,transaction include also transfer lease agreement concern manufacturing premise employment agreement related operation
"The utility will also provide services related to electricity management , such as hedging trades and risk management and reporting .",neutral,utility also provide service related electricity management hedge trade risk management reporting
"When cruising , the revs fall as less engine output is required .",neutral,cruising rev fall less engine output require
"`` I 'm trying to deal with slavery from a different perspective to balance the story , '' says DeRamus , formerly a writer at the Detroit Free Press and the Detroit News .",neutral,try deal slavery different perspective balance story say deramus formerly writer detroit free press detroit news
"`` Soon after , the collisions started . ''",neutral,soon collision start
"`` The biggest challenge was to make the piece look raw , '' Hansen said .",neutral,big challenge make piece look raw hansen say
"`` We have a license agreement with Nokia Corp. which in part expires on April 9 , 2007 .",neutral,license agreement nokia corp part expire april
A 2001 agreement expired earlier this month .,neutral,agreement expire early month
